"","logFC","logCPM","LR","PValue","FDR","change"
"HIST1H2AJ",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"HCN4",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"HAO1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"GRM8",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"GPR50",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"GNAI1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"GLRA2",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"GJA8",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"GFRA3",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"GBP1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"GALR2",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"GALNT18",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"GALNT16",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"FUT3",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"FRRS1L",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"FOXN1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"FGG",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"FGF7",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"FCER2",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"FBXL7",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"FAM221B",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"FAM180B",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"FAM159B",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"ESYT3",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"EQTN",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"EPN3",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"EPHB3",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"DRC1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"DRAXIN",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"DNAH9",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"DMRTA2",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"DMBT1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"DEFB126",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"DCN",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"CYS1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"CYP2C8",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"CTRC",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"CSMD2",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"CRHR2",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"CPA2",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"COL8A2",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"CLIC1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"CLDN19",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"CDKL2",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"CDH22",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"CDH13",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"CD8A",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"CCNJL",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"CBY3",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"C9orf38",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"C8orf4",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"C4orf22",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"BRDT",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"ATAD3C",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"ASAH2C",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"APOC4-APOC2",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"APOA4",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"AOC1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"ANO1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"AL596220.1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"AFAP1L1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"ADRB3",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"ADGRF4",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"ADGRB1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"ADAM33",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"ACVRL1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"ACTL7B",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"ACPP",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"AC140061.12",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"AC073264.3",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"AC069503.2",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"AC020915.6",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"AC019206.1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"AC015989.2",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"AC009690.1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"AC007216.2",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"AC004922.1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"ABLIM2",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"ABI3",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"AATK-AS1",2.29173777916365,-1.97189456130475,0.903826380857842,0.341757785578498,0.734876501506905,"NOT"
"C7orf25",-1.27213108972191,-1.23504321780528,0.903315253833793,0.341894322437976,0.734876501506905,"NOT"
"DRICH1",-1.27212624462651,-1.23504321780528,0.903207031147694,0.341923241289824,0.734876501506905,"NOT"
"RAPH1",-0.277740565192444,1.67823649593582,0.902911523598294,0.342002222482773,0.734876501506905,"NOT"
"TIMP3",-1.29803589319018,-1.23488489594981,0.902709764101882,0.342056161481033,0.734876501506905,"NOT"
"PIP4K2C",0.0919848104045216,6.10024252487071,0.902150569111541,0.342205718336248,0.734876501506905,"NOT"
"PLXNB1",-0.142091317890113,4.30457247929089,0.90208491229773,0.342223284053154,0.734876501506905,"NOT"
"NSMCE1",0.103216853717103,5.39914920661066,0.901643553747638,0.342341395966377,0.734876501506905,"NOT"
"HOMER2",0.581288891878813,-0.0545388470717819,0.900829203937775,0.342559468382728,0.734876501506905,"NOT"
"ANTXR2",-0.118152840846216,4.74433705865717,0.900257411717358,0.342712698989741,0.734876501506905,"NOT"
"ZP2",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"ZNF853",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"ZNF541",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"ZFP3",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"ZFP2",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"UTS2R",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"UPK3B",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"UGT2B7",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"UGT2A1",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"UBQLN3",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"TSPAN1",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"TMEM89",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"TMEM200A",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"TMEM155",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"TMEM132B",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"THSD1",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"THBS2",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"TGM4",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"TFAP2C",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"TEX12",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"TDRD9",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"TCTEX1D1",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"TAS2R60",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"TAPBP",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"SYDE1",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"SULT1C4",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"ST6GALNAC2",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"SSPO",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"SRGAP3",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"SP140",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"SMTNL1",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"SMOC1",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"SLC25A47",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"SLC13A1",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"SEPT12",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"SEC14L3",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"SEBOX",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"SASH3",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"S1PR3",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"S100A9",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"RSPH14",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"RLN1",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
"RBP2",2.28350070989837,-1.97190545004268,0.900188529222572,0.342731164569793,0.734876501506905,"NOT"
